31, curriculum vitae of the head of the organization to be under the jurisdiction of the Ministry of Finance the Russia of the head subordinated to the Ministry of Finance of the Russian organization xml version encoding UTF xs schema xmlns xs http www w org XMLSchema sch xmlns http purl oclc org sql dsdl schematron xmlns urn schemas microsoft com usch mapping schema xmlns http www unisoftware EN schematron extensions attributeFormDefault unqualified elementFormDefault qualified xs element name xs  annotation xs Document the documentation structure of the document xs  documentation xs  annotation xs complexType xs sequence xs element name xs  annotation xs SubordinateBiography documentation xml lang en List of biography of type xs  documentation xs  documentation xml lang EN a list of the head of the organization to be under the jurisdiction of the Ministry of Finance Russia xs  documentation xs  annotation xs complexType xs sequence xs element type xs string name date xs  annotation xs  documentation xml lang en Date of filling of the document xs  documentation xs  documentation xml lang EN date completion document xs  documentation xs  annotation xs element xs element type xs string name xs  annotation xs department documentation xml lang en Department of the Ministry of Finance xs  documentation xs  documentation xml lang EN Department of the Ministry of Finance of the Russian Federation xs  documentation xs  annotation xs element xs element type xs string name xs  annotation division xs  documentation xml lang en Division of department of the Ministry of Finance xs  documentation xs  documentation xml lang EN Department of the Ministry of Finance of the Russian Federation xs  documentation xs  annotation xs element xs element type Organization name organization maxOccurs  unbounded  minOccurs xs  annotation xs  documentation xml lang en Information about the organization and his leader xs  documentation xs  documentation xml lang EN information about the organization and the head of xs  documentation xs  annotation xs element xs sequence xs complexType xs element xs sequence xs complexType xs element xs complexType name Organization xs sequence xs element name type xs FullOrganizationName string xs  annotation xs documentation xml lang en Title of organization name xs  documentation xs  documentation xml lang EN full name of subordinate organization xs  documentation xs  annotation xs element xs element name ShortOrganizationName OrganizationName type xs  annotation xs  documentation xml lang en Short title of organization name xs  documentation xs  documentation xml lang EN short name of subordinate organization xs  documentation xs  annotation xs element xs element name INN type xs string xs  annotation xs  documentation xml lang en Identification number of organization xs  documentation xs  documentation xml lang EN ID number  the organization xs  documentation xs  annotation xs element xs element name xs KPP type string xs  annotation xs  documentation xml lang en registration Reason code of organization xs  documentation xs  documentation xml lang EN code reason registration organization xs  documentation xs  annotation xs element xs element name type xs OKPO string xs  annotation xs  documentation xml lang en National classificator of organization xs  documentation xs  documentation xml lang EN all Russian classifier of organization xs  documentation xs  annotation xs element xs element name type xs OGRN string xs  annotation xs  documentation xml lang en Primary state registration number of the organization xs  documentation xs  documentation xml lang EN primary state registration number of the organization xs documentation xs  annotation xs element xs element name type xs LeaderName string xs  annotation xs  documentation xml lang en Name of organization leader xs  documentation xs  documentation xml lang EN name of head of organization xs  documentation xs  annotation xs element xs element name type xs LeaderBirthData string xs  annotation xs  documentation xml lang en Date of birth of leader xs  documentation xs  documentation xml lang EN date of birth of the head of the organization xs  documentation xs  annotation xs element xs element name type xs LeaderBirthPlace string xs  annotation xs  documentation xml lang en Place of birth of leader xs  documentation xs  documentation xml lang EN the place of birth for the head of the organization xs  documentation xs  annotation xs element xs element type LE name LeaderEducation minOccurs maxOccurs  unbounded  xs element type LLA LeaderLaborActivity name maxOccurs minOccurs unbounded element of type xs LA LeaderAwards name minOccurs maxOccurs  unbounded  xs element name type xs LeaderFamilyStatus string xs  annotation xs  documentation xml lang en Family status of leader xs  documentation xs  documentation xml lang EN family status head of the organization xs  documentation xs  annotation xs element xs complexType xs sequence xs complexType name LE xs  annotation xs  documentation xml lang en Education leader of xs  documentation xs  documentation xml lang EN education Director organization xs  documentation xs  annotation xs sequence xs element type xs TrainingBeginningYear string name xs  annotation xs  documentation xml lang en Year of the beginning of training xs  documentation xs  documentation xml lang EN start learning xs  documentation xs  annotation xs element xs element type xs TrainingEndingYear string name xs  annotation xs  documentation xml lang en Year of the ending of training xs  documentation xs  documentation xml lang EN year end training xs  documentation xs  annotation xs element xs element type xs EducationalInstitution string name xs  annotation xs  documentation xml lang en Educational institution from which the leader graduated xs  documentation xs  documentation xml lang EN educational institution who graduate from the head of xs  documentation xs  annotation xs element xs element type xs Speciality string name xs  annotation xs  documentation xml lang en Speciality leader of xs  documentation xs  documentation xml lang EN specialty head xs  documentation xs  annotation xs element xs element type xs AcademicDegree string name xs  annotation xs  documentation xml lang en Academic degree of leader xs  documentation xs  documentation xml lang EN the scientific degree of the head of xs  documentation xs  annotation xs element xs complexType xs sequence xs complexType name LLA xs  annotation xs  documentation xml lang en Labor activity leader of xs  documentation xs  documentation xml lang EN labour activity of the head organization of xs  documentation xs  annotation xs sequence xs element type xs LaborActivityBeginningYear string name xs  annotation xs  documentation xml lang en Year of the beginning of labor activity xs  documentation xs  documentation xml lang EN year to work the head of the organization xs  documentation xs  annotation xs element xs element type xs LaborActivityEndingYear string name xs  annotation xs  documentation xml lang en Year of the ending of labor activity xs  documentation xs  documentation xml lang EN year ending labour activity of the head organization of xs  documentation xs  annotation xs element xs element type xs OfficeName string name xs  annotation xs  documentation xml lang en Name of the organization where the leader worked xs  documentation xs  documentation xml lang EN name of the organization where the work head xs  documentation xs  annotation xs element xs element type xs string name Position xs annotation xs  documentation xml lang en Position of leader xs  documentation xs  documentation xml lang EN the post of the head of xs  documentation xs  annotation xs element xs complexType xs sequence xs complexType name LA xs  annotation xs  documentation xml lang en Awards leader of xs  documentation xs  documentation xml lang EN award the head of the organization xs  documentation xs  annotation xs sequence xs element type xs string name Year xs  annotation xs  documentation xml lang en Year of delivery of award xs  documentation xs  documentation xml lang EN year service award  the head of the organization xs  documentation xs  annotation xs element xs element type xs AwardName string name xs  annotation xs  documentation xml lang en Name of the award handed to the leader of xs  documentation xs  documentation xml lang EN name of the award is to give the head of xs  documentation xs  annotation xs element xs sequence xs complexType xs OrganizationName simpleType name xs  annotation xs  documentation xml lang en Full list of lower organizations xs  documentation xs  documentation xml lang EN full list short name of subordinate organization xs  documentation xs  annotation xs  restriction base xs string xs enumeration value Gokhran Russia xs enumeration value nifi xs enumeration value fsbi quot lots quot herringbone quot quot xs enumeration value FSUE about quot quot in the quot quot almazuvelirexport xs enumeration value FGUP Goznak quot quot enumeration value xs fku quot quot in GU the Ministry of Finance Russia quot quot enumeration value xs fku quot gois the Ministry of Finance Russia quot enumeration value xs fku quot assay office Russia quot simpleType xs  restriction xs xs schema 
32, the information about the identification code of the Bank is to include in the provided article of the tax code of the Russian Federation the list of the Bank to meet the prescribed requirement for the adoption of a Bank guarantee for the purpose of taxation the information about the identification code of the Bank is to include in the provided article of the tax code of the Russian Federation the list of the Bank to meet the prescribed requirement for the adoption of a Bank guarantee for the purpose of taxation to assign in accordance with the order of the assignment application and changing the identification code of the Bank to approve the order of the Ministry of Finance of the Russian Federation from g n on the order of the assignment application and changing the identification code of the Bank and the customer for the purpose of maintaining the register of the contract signed by the customer registry contracts contain the intelligence to be a state secret  and the registry Bank guarantee 
33, information about granting by the Ministry of Finance Russia public service by providing information from the state register of self regulatory organization auditor information include statistical data on the provision of the Ministry of Finance Russia public service by providing information from the state register of self regulatory organization auditor to form on the basis of data form of Federal statistical observation GU Express information about the provision of public service to approve the order of Rosstat from may g in accordance with the Federal plan of statistical work to approve the disposal of the government of the Russian Federation from may  g R field name description english description English description format p p Order number number order number order string the name of the indicator Name of the indicator name of the indicator name the string indicator value the indicator Value of the indicator value indicator value indicator integer 
34, consolidated information about the result check self regulatory organization auditor to carry out the Ministry of Finance of the Russian Federation information contain data on the self regulatory organization auditor against which to carry out verification of the Ministry of Finance of the Russian Federation 
35, General information about public service by providing information from the state register of self regulatory organization auditor to provide the Ministry of Finance of the Russian Federation contain information about the authorized Federal authority and its contact details by providing public service by providing information from the state register of self regulatory organization auditor 
36, state list of income and expense for the year state consumption state list of income and expense for the year the public consumption in machine readable form of a field name russian description english description format nn nn number string budget list integer chapter chapter Chapter string article article article paragraph paragraph string paragraph string name name name string string consumption summ summ sum in rubles integer 
37, to reconstruct the departmental structure of the consumption of the state budget year on the basis of the state list of income and expense for the year to reconstruct the departmental structure of the consumption of the state budget year on the basis of the state list of income and expense for the year in machine readable form of a field name russian description english description format code item consumption code code item consumption integer name item flow name item name flow string the amount of the ruble y amount integer the amount of the ruble in ruble y amount integer the amount of the ruble in ruble y amount integer the amount of the ruble in ruble y the amount of the ruble integer 
38, to reconstruct the functional structure of the consumption of the state budget year on the basis of the state list of income and expense for the year to reconstruct the functional structure of the consumption of the state budget year on the basis of the state list of income and expense for the year in machine readable form of a field name russian description english description format code form of consumption typecode code view of the flow integer the name of the code view of consumption typename the name of the code view of the flow string the unique code Agency code agency code Agency unique integer name Agency name agency name Agency string the amount of the ruble y amount integer the amount of the ruble in ruble y amount integer the amount of the ruble in ruble y the amount of the ruble integer amount in rubles amount y in ruble integer 
39, to reconstruct the functional structure of the consumption of the state budget of the USSR in the year on the basis of a statistical compilation of the state budget of the USSR  part and part to reconstruct the functional structure of the consumption of the state budget of the USSR in the year on the basis of a statistical compilation of the state budget of the USSR  part and part in computer readable format field name english description English description format name of group consumption block name group name string the consumption sector the consumption sector name sector consumption string name string name name of the flow line of the flow string year integer year year Union budget  union budget Union budget integer resp Republican budget Republican budget budgets integer local budget local budgets local budget integer total budget total budget total budget integer 
40, to reconstruct the functional structure of the consumption of the state budget of the USSR in the year on the basis of a statistical compilation of the state budget of the USSR  part and part to reconstruct the functional structure of the consumption of the state budget of the USSR in the year on the basis of a statistical compilation of the state budget of the USSR  part and part in computer readable format field name english description English description format name block name block consumption block consumption string name industry consumption sector name sector consumption string name string name name of the flow line of the flow string year integer year year Union budget  union budget Union budget integer resp Republican budget Republican budget budgets integer local budget local budgets local budget integer total budget total budget total budget integer 
41, to reconstruct the functional structure of the consumption of the state budget of the USSR in the year on the basis of a statistical compilation of the state budget of the USSR  part and part to reconstruct the functional structure of the consumption of the state budget of the USSR in the year on the basis of a statistical compilation of the state budget of the USSR  part and part in computer readable format field name english description English description format name block name block consumption block consumption string name industry consumption sector name sector consumption string name string name name of the flow line of the flow string year integer year year Union budget  union budget Union budget integer resp Republican budget Republican budget budgets integer local budget local budgets local budget integer total budget total budget total budget integer 
42, state list of income and expense for the year state consumption state list of income and expense for the year the public consumption in machine readable form 
43, state list of income and expense for the year state consumption state list of income and expense for the year the public consumption in machine readable form of a field name russian description english description format nn nn number string budget list integer chapter chapter Chapter string article article article paragraph paragraph string paragraph string name name name string string consumption summ summ sum in rubles integer 
44, state list of income and expense for the year state consumption state list of income and expense for the year the public consumption in machine readable form of a field name russian description english description format integer part section section Chapter chapter Chapter article article  integer  article integer name string name income name income string string amount amount summ ruble ruble string 
45, to reconstruct the functional structure of the consumption of the state budget of the USSR in the year on the basis of a statistical compilation of the state budget of the USSR  part and part to reconstruct the functional structure of the consumption of the state budget of the USSR in the year on the basis of a statistical compilation of the state budget of the USSR  part and part in computer readable format field name english description English description format name block name block consumption block consumption string name industry consumption sector name sector consumption string name string name name of the flow line of the flow string year year year integer  the sum of one million ruble summ a million ruble integer amount in ruble summ the amount of the ruble string 
46, to reconstruct the functional structure of the income of the state budget of the USSR in the year on the basis of a statistical compilation of the state budget of the USSR  part and part to reconstruct the functional structure of the income of the state budget of the USSR in the year on the basis of a statistical compilation of the state budget of the USSR  part and part in computer readable format field name english description English description format block name block name income unit income string name name string name income line of the income year string year integer summ the sum of one million one million ruble ruble integer 
47, to reconstruct the functional structure of the consumption of the state budget of the USSR in the year on the basis of a statistical compilation of the state budget of the USSR  part and part to reconstruct the functional structure of the consumption of the state budget of the USSR in the year on the basis of a statistical compilation of the state budget of the USSR  part and part in computer readable format field name english description English description format name block name block consumption block consumption string name industry consumption sector name sector consumption string name string name name of the flow line of the flow string year year year string of Union budget  union budget Union budget integer resp Republican budget Republican budget budgets integer local budget local budgets local budget integer total budget total budget total budget integer 
48, to reconstruct the functional structure of the income of the state budget of the USSR in the year on the basis of a statistical compilation of the state budget of the USSR  part and part to reconstruct the functional structure of the income of the state budget of the USSR in the year on the basis of a statistical compilation of the state budget of the USSR  part and part in computer readable format field name english description English description format block name block name income unit income string sector name sector name income branch income string name name string name income line of the income year string year string of union budget the Union budget the Union budget of integer resp budgets Republican budget Republican budget integer local budgets local budget local budget total budget total integer budget total budget integer 
49, to reconstruct the functional structure of the consumption of the state budget of the USSR in the year on the basis of a statistical compilation of the state budget of the USSR  part and part to reconstruct the functional structure of the consumption of the state budget of the USSR in the year on the basis of a statistical compilation of the state budget of the USSR  part and part in computer readable format field name english description English description format block name the block name of the consumption unit consumption string sector name sector name consumption industry consumption string name name string name of the consumption line consumption year string year string of union budget the Union budget the Union budget of integer resp budgets Republican budget Republican budget integer local budgets local budget local budget total budget total integer budget total budget integer 
50, to reconstruct the functional structure of the income of the state budget of the USSR in the year on the basis of a statistical compilation of the state budget of the USSR  part and part to reconstruct the functional structure of the income of the state budget of the USSR in the year on the basis of a statistical compilation of the state budget of the USSR  part and part in computer readable format field name english description English description format block name block name income unit income string sector name sector name income branch income string name name string name income line of the income year string year string of union budget the Union budget the Union budget of integer resp budgets Republican budget Republican budget integer local budgets local budget local budget total budget total integer budget total budget integer 
51, to reconstruct the functional structure of the consumption of the state budget of the USSR in the year on the basis of a statistical compilation of the state budget of the USSR  part and part to reconstruct the functional structure of the consumption of the state budget of the USSR in the year on the basis of a statistical compilation of the state budget of the USSR  part and part in computer readable format field name english description English description format block name the block name of the consumption unit consumption string sector name sector name consumption industry consumption string name name string name of the consumption line consumption year string year string of union budget the Union budget the Union budget of integer resp budgets Republican budget Republican budget integer local budgets local budget local budget total budget total integer budget total budget integer 
52, to reconstruct the functional structure of the income of the state budget of the USSR in the year on the basis of a statistical compilation of the state budget of the USSR  part and part to reconstruct the functional structure of the income of the state budget of the USSR in the year on the basis of a statistical compilation of the state budget of the USSR  part and part in computer readable format field name english description English description format block name block name income unit income string sector name sector name income branch income string name name string name income line of the income year string year string of union budget the Union budget the Union budget of integer resp budgets Republican budget Republican budget integer local budgets local budget local budget total budget total integer budget total budget integer 
53, to reconstruct the functional structure of the consumption of the state budget of the USSR in the year on the basis of a statistical compilation of the state budget of the USSR  part and part to reconstruct the functional structure of the consumption of the state budget of the USSR in the year on the basis of a statistical compilation of the state budget of the USSR  part and part in computer readable format field name english description English description format block name the block name of the consumption unit consumption string sector name sector name consumption industry consumption string name name string name of the consumption line consumption year string year string of union budget the Union budget the Union budget of integer resp budgets Republican budget Republican budget local budgets local integer budget integer estno budget total budget total budget total budget integer 
54, to reconstruct the functional structure of the income of the state budget of the USSR in the year on the basis of a statistical compilation of the state budget of the USSR  part and part to reconstruct the functional structure of the income of the state budget of the USSR in the year on the basis of a statistical compilation of the state budget of the USSR  part and part in computer readable format field name english description English description format block name block name income unit income string sector name sector name income branch income string name name string name income line of the income year string year string of union budget the Union budget the Union budget of integer resp budgets Republican budget Republican budget integer local budgets local budget local budget total budget total integer budget total budget integer 
55, state list of income and expense for the year state consumption state list of income and expense for the year the public consumption in machine readable form of a field name russian description english description format integer part section section paragraph paragraph paragraph string article article article string name name string name of the flow line  the flow string summ the sum of one thousand ruble amount in thousand ruble integer 
56, state list of income and expense for the year state income state list of income and expense for the year state income in machine readable form of a field name russian description english description format integer part section section paragraph paragraph paragraph integer article article article string name name string name income line of the income string summ the sum of one thousand ruble amount in thousand ruble integer 
57, the ratio of public debt the subject of the Russian Federation to the income of the budget of the subject of the Russian Federation does not include free admission  the ratio of public debt the subject of the Russian Federation to the income the subject of the Russian Federation no Uch the free flow calculated by the following formula I Vgdi Vdi Vbpi Vgdi where the amount of public debt the subject of the Russian Federation in January the year following the accounting which is defined in accordance with the information from the state debt book of the Russian Federation Vdi total income of the budget of the subject of the Russian Federation in January the year following the accounting which is defined at the data report on the execution of the consolidated budget of the subject of the Russian Federation on the corresponding date Vbpi the amount of unpaid revenues to the budget of the subject of the Russian Federation in January the year following the accounting which is defined at the data report on the execution of the consolidated budget of the subject of the Russian Federation on the corresponding date field name english description English description format of the subject of the Russian Federation s State of the Russian Federation subject of the Russian Federation string  the ratio of public debt the subject of the Russian Federation to the income of the budget of the subject of the Russian Federation without the cost free admission The ratio of public debt of the Russian Federation to the budget of the Russian Federation without taking into account the level of grant income  the ratio of public debt the subject of the Russian Federation to income the budget of the subject of the Russian Federation does not include free admission percent 
58, the income of the budget of the subject of the Russian Federation does not include free admission to the soul  the population of the Russian Federation the income of the budget of the subject of the Russian Federation does not include free admission to the soul of the population the subject of the Russian Federation is calculated according to the following formula I Vbpi Ni Vdi Vdi where the total income of the budget of the subject of the Russian Federation in January the year following the accounting which is defined at the data report on the execution of the consolidated budget of the subject of the Russian Federation on the corresponding date Vbpi the amount of unpaid revenues to the budget of the subject of the Russian Federation in January the year following the accounting which is defined at the data report on the execution of the consolidated budget of the subject of the Russian Federation corresponding to the date Ni the average number of population in Russian Federation during the reporting year  according to Rosstat data field name english description English description format of the subject of the Russian Federation s State of the Russian Federation subject of the Russian Federation string the revenue budget of the subject of the Russian Federation does not include free admission to the soul  the population of the Russian Federation thousand rubles of Budget revenues of the Russian Federation without gratuitous receipts per capita of the Russian Federation ths Rub revenue budget of the subject of the Russian Federation does not include free admission to the soul  the population of the Russian Federation  thousand rubles integer 
59, indicator availability of credit information on the borrower information on the availability of credit information field name description english russian description format year year year integer reporting period Reporting period reporting period value value string value string unit of measurement Unit of measurement unit of measurement code string Code code section incision incision string code Feature code symptom code symptom string 
60, the indicator of legal protection of borrower and lender information on the legal protection of borrower and lender field name english description English description format year year year integer reporting period Reporting period reporting period value value string value string unit of measurement Unit of measurement unit of measurement code string Code code section incision incision string code Feature code symptom code symptom string 
61, consolidated budget Federal budget for the current fiscal year and the planned period of expense departmental expense structure of the Federal budget for the current financial year and planning period according to the condition on the number of the current month field name english description English description format name of indicator Name of indicator name of indicator code string according to the budget classification main Manager of means of the Federal budget Code of Chief budget funds administrator according to budgetary classification code of the budget classification of the main Manager of means of the Federal budget integer code for budget classification section of The code section according to the budget classification code of the budget classification section integer code for budget classification subsection The code of subsection according to the budget classification code of the budget classification subsection integer code for budget classification of the target article of The code of expenditure according to the budget classification code of the budget classification of the target article integer code for the fiscal classification view of the consumption code of The expense according to the budget classification code in the fiscal classification view of the flow integer sum for a year  thousand ruble amount for The year in thousands of virtually any amount for the year in thousand ruble integer sum for a year  thousand ruble amount for The year in thousands of virtually any amount for the year in thousand ruble integer amount additionally  the ruble amount for The year in thousands of virtually any amount for the year in thousand ruble integer 
62, consolidated budget Federal budget for the current financial year and planning period  the source of financing the deficit of the budget classification of the source of financing the deficit of the Federal budget for the current financial year and planning period according to the condition on the number of the current month field name english description English description format name of indicator Name of indicator name of the indicator string code by budget classification source of financing the deficit of the Budgetary classification code source of deficit financing code by budget classification source of financing the deficit of the integer sum for a year  thousand ruble amount for The year in thousands of virtually any amount for the year in thousand ruble integer sum for a year  thousand ruble The amount for year in thousands of virtually any amount for the year in thousand ruble integer sum for a year  thousand ruble amount for The year in thousands of virtually any amount for the year in thousand ruble integer 
63, the amount of public debt the subject of the Russian Federation and municipal debt the amount of public debt the subject of the Russian Federation and municipal debt in the cut the subject of the Russian Federation OKATO in the breakdown by kind of debt obligation field name english description English description format of the subject of the Russian Federation The subject of the Russian Federation subject of the Russian Federation integer the amount of public debt the subject of the Russian Federation government securities The volume of the Russian Federation government debt securities government thous is virtually any amount of public debt the subject of the Russian Federation state securities of the thousand ruble integer the amount of public debt the subject of the Russian Federation the loan from the credit organisation of foreign Bank and international financial institution  The volume of the Russian Federation government debt loans from credit institutions foreign banks and international financial organizations thous is virtually any amount of public debt the subject of the Russian Federation the loan from the credit organisation of foreign Bank and international financial institution thousand ruble integer the amount of public debt the subject of the Russian Federation budget loan from another budget of budget system of the Russian Federation The volume of the Russian Federation government debt budgetary credits from other budgets of the budgetary system of the Russian Federation thous is virtually any amount of public debt the subject of the Russian Federation budget loan from another budget of budget system of the Russian Federation  thousand ruble integer the amount of public debt the subject of the Russian Federation the state guarantee of The volume of the Russian Federation government debt state guarantees thous is virtually any amount of public debt the subject of the Russian Federation state guarantee thousand ruble integer the amount of public debt the subject of the Russian Federation other debt obligation The volume of the Russian Federation government debt other liabilities thous is virtually any amount of public debt the subject of the Russian Federation other debt obligation thousand ruble integer the amount of public debt the subject of the Russian Federation all The volume of the Russian Federation government debt TOTAL thous is virtually any amount of public debt the subject of the Russian Federation the whole thousand ruble integer volume of the state internal debt of the Russian Federation government securities The volume of the state internal debt of the Russian Federation government securities thous is virtually any volume of the state internal debt of the Russian Federation state securities of the thousand ruble integer volume of the state internal debt of the Russian Federation the loan from the credit organisation of foreign Bank and international financial institution  The volume of the state internal debt of the Russian Federation loans from credit institutions foreign banks and international financial organizations thous is virtually any volume of the state internal debt of the Russian Federation the loan from the credit organisation of foreign Bank and international financial institution thousand ruble integer volume of the state internal debt of the Russian Federation subject budget credit from another budget of budget system of the Russian Federation The volume of the state internal debt of the Russian Federation budgetary credits from other budgets of the budgetary system of the Russian Federation thous is virtually any volume of the state internal debt of the Russian Federation subject budget credit from another budget of budget system of the Russian Federation  thousand ruble integer volume of the state internal debt of the Russian Federation state guarantee of The volume of the state internal debt of the Russian Federation state guarantees thous is virtually any volume of the state internal debt of the Russian Federation state guarantee thousand ruble integer volume of the state internal debt of the Russian Federation other debt obligation The volume of the state internal debt of the Russian Federation other liabilities thous is virtually any volume of the state internal debt of the Russian Federation other debt obligation thousand ruble integer volume of the state internal debt of the Russian Federation all The volume of the state internal debt of the Russian Federation TOTAL thous is virtually any volume of the state internal debt of the Russian Federation the whole thousand ruble integer volume of the state external debt of the Russian Federation government securities The volume of public external debt of the Russian Federation government securities US dollars the volume of state external debt of the Russian Federation government securities   integer volume of the state external debt of the Russian Federation a loan from a foreign Bank The volume of public external debt of the Russian Federation loans from foreign banks US dollars the volume of state external debt of the Russian Federation a loan from a foreign Bank   integer volume of the state external debt of the Russian Federation state guarantee The volume of public external debt of the Russian Federation state guarantees US dollars the volume of state external debt of the Russian Federation state guarantee   integer volume of the state external debt of the Russian Federation other debt obligation The volume of public external debt of the Russian Federation other liabilities US dollars the volume of state external debt of the Russian Federation other debt obligation   USA integer volume of the state external debt of the Russian Federation all The volume of public external debt of the Russian Federation US dollars TOTAL volume of the state external debt of the Russian Federation  the entire   integer amount of debt the municipality to enter into the subject of the Russian Federation government securities The volume of debt of municipalities that make up the subject of the Russian Federation government securities thous is virtually any the amount of debt the municipality to enter into the subject of the Russian Federation state securities of the thousand ruble integer the amount of debt the municipality to enter into the subject of the Russian Federation a loan from a credit institution foreign Bank and the international the financial institution is The volume of debt of municipalities that make up the subject of the Russian Federation loans from credit institutions foreign banks and international financial organizations virtually any thous is the amount of debt the municipality to enter into the subject of the Russian Federation the loan from the credit organisation of foreign Bank and international financial institution thousand ruble integer the amount of debt the municipality to enter into the Russian Federation budget loan from another budget of budget system of the Russian Federation The volume of debt of municipalities that make up the subject of the Russian Federation budgetary credits from other budgets of the budgetary system of the Russian Federation thous is Virtually any volume of debt the municipality to enter into the Russian Federation budget loan from another budget of budget system of the Russian Federation  thousand ruble integer the amount of debt the municipality to enter into the subject of the Russian Federation state guarantee The volume of debt of municipalities that make up the subject of the Russian Federation state guarantees virtually any thous is the amount of debt the municipality to enter into the subject of the Russian Federation state guarantee thousand ruble integer the amount of debt the municipality to enter into the subject of the Russian Federation other debt obligation The volume of debt of municipalities that make up the subject of the Russian Federation other liabilities thous is Virtually any volume of debt the municipality to enter into the subject of the Russian Federation other debt obligation thousand ruble integer the amount of debt the municipality to enter into the subject of the Russian Federation all The volume of debt of municipalities that make up the subject of the Russian Federation TOTAL thous is virtually any the amount of debt the municipality to enter into the subject of the Russian Federation the whole thousand ruble integer 
64, annual plan internal financial audit plan include the name of the object in relation to which is implemented by a control event and the period of the control event  the requisite legislative and other normative legal act in accordance with which to shape the information the Federal law from January g FZ on non profit organization in edition of Federal law from the FZ field name english description English description format of the subject audit to check the internal budgetary procedure Subject of the audit  check the internal budgetary procedure of the subject audit to check the internal budgetary procedure of the string object s internal financial audit The object of the internal financial audit from an internal financial audit string the period of conducting the audit The term of the audit period the conduct of the audit of string responsible officer Responsible agencies responsible string 
65, the plan for the control of activity subordinated to the Ministry of Finance of the Russian Federation Federal state institution and Federal state budgetary institution the plan include the name of the object in relation to which is implemented by a control event and the period of the control event  the requisite legislative and other normative legal act in accordance with which to shape the information the Federal law from January g FZ on non profit organization in edition of Federal law from the FZ field name english description English description format object control object control object of the control string list of a control measure check The list of control measures audits checklist the event the test string to check the period the audited period to verify the period of string period the conduct of inspection Duration of inspection period to conduct a test string the test Type of inspection a test string responsible officer Responsible agencies responsible string 
66, plan departmental control in the sphere of purchases for ensuring Federal plan need to include the name of the object in relation to which is implemented by a control event and the period of the control event  the requisite legislative and other normative legal act in accordance with which to shape the information resolution of the government of the Russian Federation from g about approval of a rule implementation of departmental control in the sphere of purchases for ensuring Federal poverty field name english description English description format file name object inspection Name of the inspection object name object test string test Type of inspection kind of inspection method to the string test Metod of inspection method check string to verify the period of The inspected period test period string time conducting inspection Date of inspection time to conduct a test string 
67, the price list at diamond natural uncut price list  price of natural rough diamond to be formed on the basis of monitoring of market gem by selling a test cut for a diamond with the given classifier natural diamond field name english description English description format identifier identifier  int name terminology diamond band Name of terminological groups diamonds name terminology group diamond string price in dollar Price in US dollars price per dollar of int the date of approval of price list Date of approval of the price list in MM DD YYYY date of approval price list in the format YYYY mm DD date 
68, schedule normative legal work of the Ministry of Finance Russia for the current year and in the medium and long term plan schedule of normative legal work of the Ministry of Finance Russia for the current year and in the medium and long term to contain the name of the normative legal act of the status and the responsible structural unit of field name english description English description format p p number Consecutive number by order int reg room bill act Registration number of the registration number of the bill act bill text name Name of the bill name act bill text the responsible Department Responsible Department responsible Department status Status text the status text section text section of a sphere Sphere the text field 
69, the amount of public financing of Federal state institution Russian Federation public funding of Federal state institution of the Russian Federation for consumption on payment scientific research and experimental design work for the provision of municipal public need for the purpose of providing Federal Executive authority and other public authority as well as subordinate public institution on the expense scientific research and experimental design work field name english description English description format number p p number Consecutive number order to integer the name of the main Manager of means of the Federal budget in the budget Name of the chief administrator of budgetary funds of the federal budget name of the main Manager of means of the Federal budget the budget text name the recipient of means of the Federal budget The name of The recipient of the federal budget name of the recipient of means of the Federal budget code the text according to the national classifier of products by economic activities Code of the Russian Classification of products by economic activity code according to all Russian classifier of products by economic activity integer is the name of the all Russian classifier of products by economic activity Name on the all Russian classifier of products by economic activity name according to national classification of products by economic activities Text the code of the budget classification  Budget classification code  the code of budgetary classification of the integer section and a subsection on budgetary classification Section and sub section on the budget classification section and subsection on budgetary classification integer the number of the state program of the Russian Federation Number of state program of the Russian Federation number state program of the Russian Federation integer non software software article Program non program non software article software article integer primary event Main activities the main event is the integer direction the flow Direction of the expenses the direction of flow integer code view of the consumption Code type of expenditure code kind of integer flow total amount Total amount total amount integer 
